8.46292	0.243462	1	1	8.46292	0.243462	8.6	0.25	-3.00029	0
8.51288	0.293435	0.998573	0.999076	8.44818	0.251553	8.45	0.25	-3.00027	0
8.54543	0.342409	0.649767	0.979676	8.56759	0.241943	8.45	0.25	0	0
8.57637	0.388879	0.633266	0.95324	8.45582	0.253997	8.45	0.25	0	0
8.50413	0.430312	-0.555293	0.851468	8.42544	0.254042	8.35	0.25	-1.81979	0
8.46403	0.457154	-0.611486	0.733354	8.23962	0.24916	8.25	0.25	-1.81978	0
8.24204	0.459769	-2.24027	0.522974	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
8.11181	0.426807	-2.31257	0.267966	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.93243	0.405622	-2.78091	0.121791	7.61269	0.155818	7.7	0.15	-2.99982	0
7.77215	0.347635	-2.84546	-0.101634	7.54016	0.159641	7.55	0.15	-2.99982	0
7.67444	0.304174	-2.37207	-0.210725	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.52308	0.214042	-2.42576	-0.44918	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.36137	0.15663	-2.61975	-0.548102	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.19684	0.068856	-2.66769	-0.712532	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
7.10277	-0.0124763	-2.17148	-0.83295	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.96448	-0.123463	-2.21367	-1.016	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.85589	-0.213131	-2.14755	-1.12835	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.73234	-0.330196	-2.18358	-1.29992	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.69628	-0.447759	-1.56583	-1.48526	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.60807	-0.561603	-1.58932	-1.59831	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.57351	-0.712847	-1.08706	-1.82766	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.50106	-0.887818	-1.12527	-2.04234	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.40734	-1.02445	-1.36838	-2.08378	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.3168	-1.17514	-1.40708	-2.18936	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.39278	-1.40481	-0.105505	-2.72821	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.37961	-1.58655	-0.130729	-2.82029	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.32299	-1.71997	-0.537065	-2.71171	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.28387	-1.88548	-0.57303	-2.79861	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.32594	-2.08793	0.0558514	-3.14754	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.3321	-2.2425	0.063484	-3.13888	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.32039	-2.40116	-0.0765283	-3.05472	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.32314	-2.56238	-0.0594485	-3.03405	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.36476	-2.74954	0.294708	-3.20488	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.39591	-2.89841	0.339435	-3.12669	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.40865	-3.03468	0.258347	-3.03094	6.46536	-3.00452	6.45	-3	0	-2.99754
6.42772	-3.17476	0.277268	-2.9981	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.47728	-3.35437	0.543143	-3.1389	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.51966	-3.50435	0.581416	-3.07581	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.59558	-3.68455	0.911227	-3.2336	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.67768	-3.82288	0.999403	-3.12003	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.73356	-3.96992	0.929469	-3.00263	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.80708	-4.10693	0.991628	-2.92217	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.86008	-4.25049	0.949148	-2.84738	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.92433	-4.38639	0.985771	-2.79064	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.95563	-4.50362	0.728548	-2.55456	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.01398	-4.61281	0.784053	-2.46969	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.07405	-4.74615	0.890637	-2.50432	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.13064	-4.87523	0.911221	-2.47963	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.23048	-5.04581	1.29306	-2.75521	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.30615	-5.18447	1.30973	-2.72202	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.36576	-5.31787	1.21934	-2.63298	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.43722	-5.45863	1.23071	-2.62102	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.51361	-5.59841	1.24532	-2.60216	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.60395	-5.71386	1.3064	-2.52697	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66677	-5.83833	1.24267	-2.45553	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73679	-5.96769	1.2493	-2.4415	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84986	-6.13143	1.68102	-2.79328	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.94217	-6.2611	1.70374	-2.76591	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.02239	-6.39055	1.52075	-2.58331	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.12698	-6.50471	1.57982	-2.50864	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.19534	-6.62408	1.45799	-2.39786	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.27103	-6.75584	1.44848	-2.39956	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.34987	-6.88433	1.47118	-2.41078	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.4405	-6.99831	1.5014	-2.36364	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.50527	-7.10786	1.45445	-2.3234	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.56879	-7.2327	1.43047	-2.34749	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.67434	-7.3867	1.73339	-2.63082	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.75239	-7.52754	1.71018	-2.65572	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.80656	-7.6359	1.34594	-2.32607	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.87258	-7.76503	1.32819	-2.33249	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.94619	-7.89419	1.41664	-2.42846	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
9.00031	-8.02798	1.37452	-2.4637	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.03224	-8.12411	1.06459	-2.17988	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.08265	-8.24724	1.04534	-2.19072	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.15767	-8.38662	1.23945	-2.3959	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.19808	-8.52508	1.18359	-2.44733	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.23616	-8.63573	0.957445	-2.23593	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.27623	-8.76627	0.926308	-2.25829	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.40534	-8.9759	1.65302	-3.01083	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.47434	-9.13823	1.61744	-3.04287	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.51182	-9.24297	1.24776	-2.66239	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.56834	-9.37327	1.23639	-2.65878	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.60352	-9.4824	1.05408	-2.48231	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.62305	-9.62973	0.970144	-2.5478	9.54779	-9.64959	9.55	-9.65	0	-3.0002
9.68478	-9.77953	1.08446	-2.68982	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
9.71232	-9.92957	1.01824	-2.73508	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
9.73405	-10.0434	0.76485	-2.4655	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
9.77011	-10.1728	0.754317	-2.45452	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
9.81467	-10.3065	0.776889	-2.48909	9.92627	-10.4745	9.75	-10.3	0	-3.00065
9.82188	-10.453	0.69613	-2.55017	9.75524	-10.4732	9.75	-10.45	0	-3.00063
9.86366	-10.6036	0.779717	-2.65932	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
9.89042	-10.7572	0.740119	-2.68131	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
9.90765	-10.8801	0.545714	-2.46753	9.88465	-10.9383	9.85	-10.9	0	-2.73074
9.90524	-11.0343	0.464222	-2.52054	9.83614	-11.041	9.85	-11.05	0	-2.73073
9.92647	-11.1654	0.47967	-2.55815	9.83952	-11.1692	9.85	-11.2	0	-2.99965
9.91403	-11.3198	0.385357	-2.62952	9.84568	-11.3496	9.85	-11.35	0	-2.99961
9.93054	-11.4585	0.380838	-2.65228	9.87961	-11.5637	9.85	-11.5	0	-2.99843
9.91157	-11.6144	0.284225	-2.71708	9.83206	-11.6307	9.85	-11.65	0	-2.99843
9.87687	-11.6899	-0.144455	-2.19071	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
9.83015	-11.8239	-0.245425	-2.25841	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
9.81743	-11.9482	-0.20508	-2.341	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
9.75351	-12.1028	-0.344946	-2.44108	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
9.7148	-12.2004	-0.545566	-2.18905	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
9.64291	-12.3342	-0.65914	-2.2573	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
9.57005	-12.3959	-0.962853	-1.85347	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
9.46777	-12.5207	-1.10244	-1.9405	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
9.40401	-12.6324	-1.10918	-1.95648	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
9.30327	-12.7587	-1.21036	-2.0094	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
9.19256	-12.7819	-1.6662	-1.33418	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
9.01559	-12.9017	-1.90905	-1.47637	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
8.88989	-12.9598	-2.04195	-1.29597	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
8.74	-13.0463	-2.13808	-1.34004	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
8.61008	-13.0765	-2.33484	-1.0239	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
8.44711	-13.1483	-2.4535	-1.081	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
8.28297	-13.1462	-2.72329	-0.593015	8.22926	-13.1698	8.2	-13.15	-2.72741	0
8.10403	-13.183	-2.795	-0.610649	8.03583	-13.1513	8.05	-13.15	-2.72742	0
7.93497	-13.1849	-2.90499	-0.403717	7.82914	-13.0525	7.9	-13.15	-2.72986	0
7.77639	-13.1987	-2.89897	-0.386756	7.76538	-13.1647	7.75	-13.15	-2.72986	0
7.64591	-13.2574	-2.75977	-0.67747	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304
7.49172	-13.2887	-2.79752	-0.677899	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
7.31803	-13.2755	-2.95592	-0.335808	7.21108	-13.0985	7.3	-13.25	-2.72846	0
7.16255	-13.2817	-2.93364	-0.309792	7.16011	-13.2382	7.15	-13.25	-2.72844	0
6.98671	-13.2115	-3.19013	0.28596	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
6.83895	-13.1854	-3.15605	0.312051	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
6.66594	-13.1532	-3.20365	0.455133	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
6.51898	-13.1096	-3.12425	0.49912	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
6.36028	-13.1132	-3.00946	0.240247	6.40137	-13.0799	6.4	-13.05	-2.72678	0
6.22273	-13.0845	-2.93406	0.277658	6.26174	-13.0534	6.25	-13.05	-2.72678	0
6.058	-13.0435	-2.99604	0.468617	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
5.91684	-12.9997	-2.93067	0.509273	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
5.74824	-12.8791	-3.18945	1.2493	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
5.61722	-12.796	-3.10993	1.29544	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
5.46276	-12.7585	-2.96824	0.962017	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
5.35373	-12.684	-2.82419	1.01651	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
5.19227	-12.5714	-2.9431	1.43714	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
5.06875	-12.4798	-2.84187	1.47016	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
4.92324	-12.3994	-2.8083	1.45495	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
4.83324	-12.2938	-2.63662	1.51856	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
4.70207	-12.1849	-2.67118	1.71097	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
4.63888	-12.0796	-2.48574	1.76514	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
4.51236	-11.9573	-2.49693	1.94302	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
4.47998	-11.8113	-2.21624	2.04124	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
4.39013	-11.7295	-2.05345	1.74289	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
4.38116	-11.6026	-1.77849	1.82694	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
4.272	-11.39	-2.06391	2.79838	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
4.27195	-11.2132	-1.7886	2.8945	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
4.22811	-11.1319	-1.46097	2.19341	4.43713	-11.024	4.45	-11.05	0	1.81614
4.26191	-10.9748	-1.15769	2.29334	4.45136	-10.93	4.45	-10.95	0	1.81612
4.22002	-10.8367	-1.11036	2.35599	4.44745	-10.786	4.45	-10.8	0	2.72555
4.27033	-10.6739	-0.815822	2.45133	4.45788	-10.6457	4.45	-10.65	0	2.72554
4.24934	-10.5412	-0.744197	2.42763	4.46329	-10.5756	4.45	-10.5	0	2.729
4.29621	-10.3773	-0.511104	2.51356	4.44057	-10.3382	4.45	-10.35	0	2.72898
4.29972	-10.2477	-0.393093	2.41359	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
